Product_ID,Product,Product_Group,Category,Supplier,Unit_Cost,ProductID_Num,URL
PS 2666,Product 2666,Oils,Food,Saint Rose Food,8.28,2666,"https://menufyproduction.imgix.net/637841585114332019+746655.png?auto=compress,format&fit=max&w=1024&h=1024"
PT 2667,Product 2667,Wheat Flours,Food,Two Brothers Mill,2.53,2667,https://cdn.shopify.com/s/files/1/2598/1404/files/2021_07_16_TBOF_Website_LOGO_B-17_140x.png?v=1626449921
PT 2668,Product 2668,Wheat Flours,Food,Two Brothers Mill,2.52,2668,https://cdn.shopify.com/s/files/1/2598/1404/files/2021_07_16_TBOF_Website_LOGO_B-17_140x.png?v=1626449921
PS 2670,Product 2670,Popcorn,Food,Saint Rose Food,1.51,2670,"https://menufyproduction.imgix.net/637841585114332019+746655.png?auto=compress,format&fit=max&w=1024&h=1024"
PS 2671,Product 2671,Popcorn,Food,Saint Rose Food,1.52,2671,"https://menufyproduction.imgix.net/637841585114332019+746655.png?auto=compress,format&fit=max&w=1024&h=1024"
PS 2672,Product 2672,Popcorn,Food,Saint Rose Food,1.57,2672,"https://menufyproduction.imgix.net/637841585114332019+746655.png?auto=compress,format&fit=max&w=1024&h=1024"
PS 2673,Product 2673,Popcorn,Food,Saint Rose Food,1.5,2673,"https://menufyproduction.imgix.net/637841585114332019+746655.png?auto=compress,format&fit=max&w=1024&h=1024"
PT 2676,Product 2676,Wheat Flours,Food,Two Brothers Mill,1.11,2676,https://cdn.shopify.com/s/files/1/2598/1404/files/2021_07_16_TBOF_Website_LOGO_B-17_140x.png?v=1626449921
PT 2677,Product 2677,Wheat Flours,Food,Two Brothers Mill,1.13,2677,https://cdn.shopify.com/s/files/1/2598/1404/files/2021_07_16_TBOF_Website_LOGO_B-17_140x.png?v=1626449921
PS 2678,Product 2678,Spices,Food,Saint Rose Food,14.18,2678,"https://menufyproduction.imgix.net/637841585114332019+746655.png?auto=compress,format&fit=max&w=1024&h=1024"
PT 2683,Product 2683,Wheat Flours,Food,Two Brothers Mill,2.68,2683,https://cdn.shopify.com/s/files/1/2598/1404/files/2021_07_16_TBOF_Website_LOGO_B-17_140x.png?v=1626449921
PT 2684,Product 2684,Wheat Flours,Food,Two Brothers Mill,2.66,2684,https://cdn.shopify.com/s/files/1/2598/1404/files/2021_07_16_TBOF_Website_LOGO_B-17_140x.png?v=1626449921
PT 2685,Product 2685,Wheat Flours,Food,Two Brothers Mill,2.65,2685,https://cdn.shopify.com/s/files/1/2598/1404/files/2021_07_16_TBOF_Website_LOGO_B-17_140x.png?v=1626449921
PT 2687,Product 2687,Yeast,Food,Two Brothers Mill,1.36,2687,https://cdn.shopify.com/s/files/1/2598/1404/files/2021_07_16_TBOF_Website_LOGO_B-17_140x.png?v=1626449921
